MISSOURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63557,,130,50,60,0,120,0,100,70,230,0,0,0,0,0,50,"5,084",130,"5,124",80,"3,244",60,56,0,0,0,0,0,0,0,0,30,126,0,0,40,769,50,0,0,30,209,0,0,30,40,0,0,0,0,0,0,0,0,0,0,130,"2,235",130,"2,154",40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,80,"2,894",80,339,0,0,0,0,30,39,0,0,0,0,0,0,0,0,20,31,0,0,20,33,0,0,0,0,100,554,20,59,0,0,0,0,0,0,0,0,70,286,80,336,0,0,0,0,0,0,90,247,90,233,0,0,
63557,"$1 under $25,000",60,30,** ,0,50,0,40,30,80,0,0,0,0,0,30,624,60,"** 6,240",30,355,30,38,0,0,0,0,0,0,0,0,30,126,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,60,896,60,854,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,20,33,0,0,0,0,40,101,20,59,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,40,86,40,86,0,0,
63557,"$25,000 under $50,000",50,20,60,0,70,0,60,40,100,0,0,0,0,0,20,2234,50,2274,50,2889,30,18,0,0,0,0,0,0,0,0,** ,** ,0,0,40,769,50,0,0,30,209,0,0,30,40,0,0,0,0,0,0,0,0,0,0,70,1339,70,1300,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,60,1344,60,140,0,0,0,0,30,39,0,0,0,0,0,0,0,0,20,31,0,0,** ,** ,0,0,0,0,60,453,** ,** ,0,0,0,0,0,0,0,0,50,116,60,160,0,0,0,0,0,0,50,161,50,147,0,0,
63557,"$50,000 under $75,000",** ,** ,** ,0,** ,0,** ,** ,** ,0,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,** ,** ,** ,** ,0,0,
63557,"$75,000 under $100,000",20,** ,** ,0,** ,0,** ,** ,50,0,0,0,0,0,** ,2226,20,"** 22,260",** ,** ,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,20,1550,20,199,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,20,170,20,176,0,0,0,0,0,0,** ,** ,** ,** ,0,0,
63557,"$100,000 under $200,000",** ,** ,** ,0,** ,0,** ,** ,** ,0,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,** ,** ,** ,** ,0,0,
63557,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63558,,300,130,130,30,260,0,220,170,570,0,0,0,0,30,100,"13,757",300,"13,853",220,"9,059",140,201,50,46,50,46,0,0,50,267,60,96,0,0,70,"1,517",70,0,0,50,542,0,0,70,96,0,0,0,0,0,0,0,0,0,0,270,"5,276",270,"5,117",80,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,220,"8,501",220,"1,133",0,0,0,0,110,167,0,0,0,0,0,0,40,9,60,134,0,0,50,61,0,0,0,0,260,"1,375",50,105,40,94,30,67,0,0,0,0,180,966,220,"1,052",0,0,0,0,60,111,220,637,220,616,0,0,
63558,"$1 under $25,000",100,70,20,30,90,0,70,50,150,0,0,0,0,** ,40,1249,100,1307,70,734,40,48,20,10,** ,** ,0,0,30,206,30,26,0,0,20,307,20,0,0,** ,** ,0,0,40,58,0,0,0,0,0,0,0,0,0,0,100,1574,100,1510,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,30,130,30,14,0,0,0,0,** ,** ,0,0,0,0,0,0,** ,** ,** ,** ,0,0,20,23,0,0,0,0,80,150,30,54,40,94,** ,** ,0,0,0,0,20,12,40,35,0,0,0,0,30,30,80,130,80,130,0,0,
63558,"$25,000 under $50,000",90,30,40,** ,80,0,70,60,180,0,0,0,0,30,20,3019,90,"** 30,190",70,2415,40,51,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,20,241,20,0,0,30,164,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,80,1623,80,1580,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,80,1363,80,142,0,0,0,0,60,51,0,0,0,0,0,0,40,9,30,37,0,0,30,38,0,0,0,0,80,334,20,51,** ,** ,30,67,0,0,0,0,60,93,70,110,0,0,0,0,** ,** ,70,241,70,239,0,0,
63558,"$50,000 under $75,000",50,30,50,** ,50,0,60,30,110,0,0,0,0,** ,20,3176,50,3214,60,3592,40,65,30,36,50,46,0,0,20,61,30,70,0,0,30,969,30,0,0,20,378,0,0,30,38,0,0,0,0,0,0,0,0,0,0,50,1076,50,1043,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,50,2060,50,230,0,0,0,0,20,43,0,0,0,0,0,0,** ,** ,30,97,0,0,** ,** ,0,0,0,0,50,317,0,0,0,0,** ,** ,0,0,0,0,50,187,50,209,0,0,0,0,30,81,40,129,40,128,0,0,
63558,"$75,000 under $100,000",30,** ,** ,** ,20,0,** ,30,60,0,0,0,0,** ,20,2108,30,"** 21,080",** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,20,484,20,472,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,30,1570,30,199,0,0,0,0,30,73,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,20,190,0,0,0,0,0,0,0,0,0,0,20,165,30,166,0,0,0,0,** ,** ,30,137,30,119,0,0,
63558,"$100,000 under $200,000",30,** ,20,0,20,0,20,** ,70,0,0,0,0,** ,** ,4205,30,"** 42,050",20,2318,20,37,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,20,519,20,512,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,30,3378,30,548,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,30,384,0,0,0,0,0,0,0,0,0,0,30,509,30,532,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
63558,"$200,000 or more",** ,** ,** ,** ,** ,0,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63559,,550,210,250,60,530,0,340,380,"1,110",0,0,0,0,90,180,"23,778",550,"24,037",440,"17,716",130,173,80,169,70,94,0,0,90,258,80,304,60,678,160,"2,508",90,20,107,110,"1,041",0,0,150,259,0,0,0,0,0,0,0,0,40,39,550,"10,058",550,"9,797",130,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,111,390,"14,508",380,"1,852",0,0,0,0,170,292,0,0,0,0,20,20,70,17,120,236,0,0,60,89,0,0,0,0,520,"2,697",120,291,110,257,80,145,0,0,0,0,330,"1,431",370,"1,692",0,0,0,0,70,102,450,"1,236",440,"1,215",0,0,
63559,"$1 under $25,000",220,110,70,30,200,0,130,150,380,0,0,0,0,40,80,2732,220,2789,150,2047,40,34,40,80,30,39,0,0,30,139,20,11,30,152,60,431,30,20,107,** ,** ,0,0,40,57,0,0,0,0,0,0,0,0,** ,** ,220,3666,220,3543,60,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,60,346,60,34,0,0,0,0,20,7,0,0,0,0,20,20,** ,** ,** ,** ,0,0,40,66,0,0,0,0,190,465,80,208,70,186,40,62,0,0,0,0,50,27,80,68,0,0,0,0,** ,** ,180,407,180,404,0,0,
63559,"$25,000 under $50,000",160,70,50,30,160,0,90,120,300,0,0,0,0,50,40,5845,160,5908,140,4922,30,49,** ,** ,** ,** ,0,0,30,69,30,104,** ,** ,40,563,30,** ,** ,50,206,0,0,40,63,0,0,0,0,0,0,0,0,** ,** ,160,2732,160,2679,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,160,2981,150,316,0,0,0,0,70,79,0,0,0,0,** ,** ,70,17,60,65,0,0,** ,** ,0,0,0,0,160,646,40,83,40,71,40,83,0,0,0,0,120,237,130,266,0,0,0,0,50,29,140,392,140,389,0,0,
63559,"$50,000 under $75,000",80,30,50,** ,80,0,60,50,180,0,0,0,0,** ,30,4819,80,4878,70,3534,20,50,20,65,20,36,0,0,30,50,** ,** ,30,526,30,616,** ,** ,** ,30,344,0,0,30,59,0,0,0,0,0,0,0,0,40,39,80,1631,80,1592,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,80,3035,80,339,0,0,0,0,40,71,0,0,0,0,** ,** ,** ,** ,20,60,0,0,20,23,0,0,0,0,80,454,0,0,0,0,** ,** ,0,0,0,0,70,268,70,286,0,0,0,0,** ,** ,70,177,60,171,0,0,
63559,"$75,000 under $100,000",50,** ,40,** ,50,0,30,40,140,0,0,0,0,** ,30,4242,50,4322,50,3203,20,33,20,24,20,19,0,0,** ,** ,30,189,** ,** ,30,898,30,** ,** ,30,491,0,0,40,80,0,0,0,0,0,0,0,0,** ,** ,50,1155,50,1129,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,50,3082,50,355,0,0,0,0,20,79,0,0,0,0,** ,** ,0,0,40,111,0,0,** ,** ,0,0,0,0,50,434,0,0,0,0,0,0,0,0,0,0,50,276,50,290,0,0,0,0,20,73,40,155,40,153,0,0,
63559,"$100,000 under $200,000",40,** ,40,0,40,0,30,20,110,0,0,0,0,** ,** ,6140,40,"** 61,400",30,4010,20,7,** ,** ,** ,** ,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,40,874,40,854,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,40,5064,40,808,0,0,0,0,20,56,0,0,0,0,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,40,698,0,0,0,0,0,0,0,0,0,0,40,623,40,782,0,0,0,0,** ,** ,20,105,20,98,0,0,
63559,"$200,000 or more",** ,** ,** ,** ,** ,0,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63561,,490,200,230,50,470,0,370,290,"1,040",0,0,0,0,60,170,"19,952",490,"20,140",370,"13,472",150,110,70,129,60,101,0,0,80,700,80,472,40,257,110,"2,089",100,0,0,80,974,0,0,110,188,0,0,0,0,0,0,0,0,30,22,480,"8,854",480,"8,614",120,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,190,340,"11,344",340,"1,345",0,0,0,0,150,263,0,0,0,0,0,0,40,9,120,232,0,0,60,78,0,0,0,0,440,"2,087",100,239,90,218,70,147,0,0,0,0,270,"1,117",310,"1,240",0,0,0,0,80,170,370,"1,002",360,981,0,0,
63561,"$1 under $25,000",200,110,50,50,190,0,140,110,340,0,0,0,0,20,70,2390,200,2417,130,1516,50,31,30,28,30,24,0,0,30,160,40,83,** ,** ,40,324,40,0,0,** ,** ,0,0,20,27,0,0,0,0,0,0,0,0,0,0,200,3164,200,3058,50,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,50,257,50,27,0,0,0,0,** ,** ,0,0,0,0,0,0,** ,** ,** ,** ,0,0,30,29,0,0,0,0,160,335,60,141,50,133,30,43,0,0,0,0,40,25,70,43,0,0,0,0,** ,** ,150,301,150,293,0,0,
63561,"$25,000 under $50,000",140,60,60,** ,140,0,100,100,310,0,0,0,0,40,40,4985,140,5011,120,4038,30,24,** ,** ,** ,** ,0,0,20,74,** ,** ,40,257,30,313,20,0,0,40,209,0,0,30,26,0,0,0,0,0,0,0,0,30,22,140,2533,140,2483,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,140,2370,140,248,0,0,0,0,80,76,0,0,0,0,0,0,40,9,60,61,0,0,** ,** ,0,0,0,0,130,563,40,98,40,85,40,104,0,0,0,0,100,173,100,204,0,0,0,0,40,21,110,375,110,374,0,0,
63561,"$50,000 under $75,000",80,30,60,** ,80,0,70,40,200,0,0,0,0,** ,30,4954,80,5041,70,3299,50,36,40,101,30,77,0,0,30,466,40,389,** ,** ,20,445,20,0,0,20,337,0,0,30,87,0,0,0,0,0,0,0,0,** ,** ,80,1738,80,1695,40,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,80,3090,80,336,0,0,0,0,40,75,0,0,0,0,0,0,** ,** ,30,66,0,0,30,49,0,0,0,0,80,397,0,0,0,0,** ,** ,0,0,0,0,70,261,80,306,0,0,0,0,40,149,60,136,50,127,0,0,
63561,"$75,000 under $100,000",40,** ,30,0,30,0,30,40,100,0,0,0,0,** ,30,2985,40,3033,30,2334,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,** ,** ,20,1007,20,0,0,20,428,0,0,30,48,0,0,0,0,0,0,0,0,** ,** ,30,757,30,744,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,81,40,2206,40,274,0,0,0,0,30,112,0,0,0,0,0,0,0,0,30,105,0,0,** ,** ,0,0,0,0,40,314,0,0,0,0,** ,** ,0,0,0,0,30,205,30,208,0,0,0,0,** ,** ,30,114,30,114,0,0,
63561,"$100,000 under $200,000",30,** ,30,0,30,0,30,** ,90,0,0,0,0,0,** ,4638,30,"** 46,380",20,2285,20,19,** ,** ,** ,** ,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,30,662,30,634,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,30,3421,30,460,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,30,478,0,0,0,0,0,0,0,0,0,0,30,453,30,479,0,0,0,0,** ,** ,20,76,20,73,0,0,
63561,"$200,000 or more",** ,** ,** ,** ,** ,0,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63563,,230,110,100,0,210,0,180,70,550,0,0,0,0,0,50,"8,982",230,"9,058",130,"2,846",130,150,30,47,30,26,0,0,70,452,60,944,0,0,0,0,90,0,0,0,0,60,"1,895",50,76,0,0,0,0,0,0,0,0,0,0,220,"4,228",220,"4,149",40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,493,160,"4,500",160,452,0,0,0,0,70,170,0,0,0,0,0,0,0,0,60,154,0,0,40,63,0,0,0,0,150,558,40,103,30,81,20,39,0,0,0,0,110,280,150,368,0,0,0,0,60,103,110,307,110,264,0,0,
63563,"$1 under $25,000",110,80,20,0,110,0,80,40,170,0,0,0,0,0,20,1530,110,1557,60,705,60,22,** ,** ,30,26,0,0,40,201,30,77,0,0,0,0,30,0,0,0,0,40,668,30,27,0,0,0,0,0,0,0,0,0,0,110,1683,110,1655,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,40,229,40,21,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,40,63,0,0,0,0,70,159,40,103,30,81,20,39,0,0,0,0,40,20,60,55,0,0,0,0,20,15,60,120,60,114,0,0,
63563,"$25,000 under $50,000",60,30,50,0,50,0,50,30,150,0,0,0,0,0,30,2177,60,2226,40,1006,50,39,30,47,** ,** ,0,0,30,251,** ,** ,0,0,0,0,30,0,0,0,0,** ,** ,20,49,0,0,0,0,0,0,0,0,0,0,60,1234,60,1213,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,133,60,876,60,89,0,0,0,0,40,42,0,0,0,0,0,0,0,0,30,34,0,0,** ,** ,0,0,0,0,60,259,** ,** ,** ,** ,** ,** ,0,0,0,0,50,111,60,126,0,0,0,0,40,88,30,120,50,150,0,0,
63563,"$50,000 under $75,000",20,** ,** ,0,20,0,20,** ,70,0,0,0,0,0,** ,1400,20,"** 14,000",30,1135,** ,** ,** ,** ,** ,** ,0,0,** ,** ,30,867,0,0,0,0,30,0,0,0,0,20,1227,** ,** ,0,0,0,0,0,0,0,0,0,0,20,489,20,476,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,20,739,20,64,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,** ,** ,** ,** ,0,0,0,0,** ,** ,20,67,** ,** ,0,0,
63563,"$75,000 under $100,000",40,** ,30,0,30,0,30,** ,160,0,0,0,0,0,** ,3875,40,"** 38,750",** ,** ,20,89,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,0,0,** ,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,30,822,30,805,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,344,40,2656,40,278,0,0,0,0,30,128,0,0,0,0,0,0,0,0,30,120,0,0,** ,** ,0,0,0,0,20,140,0,0,0,0,0,0,0,0,0,0,20,149,30,187,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
63563,"$100,000 under $200,000",** ,** ,** ,0,** ,0,** ,** ,** ,0,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,0,0,** ,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,** ,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
63563,"$200,000 or more",** ,** ,** ,0,** ,0,** ,** ,** ,0,0,0,0,0,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,** ,** ,** ,0,0,0,0,** ,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,** ,** ,0,0,0,0,** ,** ,0,0,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,** ,** ,** ,** ,** ,** ,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63565,,"1,540",650,720,160,"1,480",30,"1,060",920,"3,050",0,0,0,0,200,490,"70,165","1,540","71,213","1,180","46,783",550,"1,050",260,"1,182",240,805,0,0,320,"3,809",250,"2,606",190,"2,659",370,"7,864",280,70,163,270,"3,377",80,"1,128",400,"1,048",40,9,0,0,50,280,20,97,120,130,"1,500","27,740","1,500","26,994",350,745,60,"1,584","5,003",30,388,30,122,0,0,40,100,30,14,50,261,50,261,0,0,0,0,0,0,0,0,30,164,0,0,240,795,"1,120","42,975","1,110","5,497",0,0,30,21,510,909,30,1,70,37,60,67,170,42,330,725,0,0,250,625,80,"1,228",80,"1,274","1,410","7,843",310,718,260,613,240,418,60,44,30,15,890,"4,579","1,030","5,360",0,0,0,0,270,763,"1,180","3,278","1,160","3,175",30,78,
63565,"$1 under $25,000",610,380,150,80,580,30,380,350,890,0,0,0,0,80,180,7561,610,7724,440,6225,150,197,60,146,50,78,0,0,120,786,60,71,50,236,100,866,90,** ,** ,30,61,** ,** ,120,163,** ,** ,0,0,20,82,** ,** ,** ,** ,610,9468,610,9165,150,302,** ,** ,0,** ,** ,0,0,0,0,0,0,0,0,** ,** ,** ,** ,0,0,0,0,0,0,0,0,** ,** ,0,0,30,23,200,1062,200,106,0,0,30,21,80,23,0,0,** ,** ,** ,** ,40,7,30,12,0,0,90,130,50,771,50,793,520,1160,200,472,170,408,100,147,30,19,30,15,150,83,240,218,0,0,0,0,60,61,480,1002,480,996,** ,** ,
